president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,All polls,10/8/2022,11/18/2021,11/22/2021,Navigator Research,B/C,1000,rv,.83830801,0,43,54,41.897399,53.310053,"","",https://navigatorresearch.org/wp-content/uploads/2021/12/Navigator-Update-12.02.2021.pdf,77949,150734,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/17/2021,11/23/2021,Morning Consult,B,45000,a,.1348301,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,77941,150726,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/20/2021,11/22/2021,Morning Consult,B,1999,rv,.04151451,0,44,52,43.298085,54.805168,"","",https://morningconsult.com/2021/11/22/build-back-better-act-polling/,77821,150411,11/22/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/18/2021,11/24/2021,Morning Consult,B,45000,a,.13350623,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,77942,150727,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/20/2021,11/23/2021,YouGov,B+,1500,a,.77707087,0,41,49,41.940779,49.927138,"","",https://docs.cdn.yougov.com/79n2jfbdep/econTabReport.pdf,77875,150490,11/24/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/19/2021,11/25/2021,Morning Consult,B,45000,a,.13251866,0,45,48,44.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,77943,150728,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/21/2021,11/23/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22871726,0,41,58,41.947724,53.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,77876,150509,11/24/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/20/2021,11/26/2021,Morning Consult,B,45000,a,.13154211,0,45,48,44.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,77944,150729,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/22/2021,11/24/2021,The Winston Group,A/B,1000,rv,1.4722681,0,42,47,41.594543,49.602028,"","",https://www.rollcall.com/2021/12/01/as-biden-repeats-obamas-mistakes-get-ready-for-2010-redux/,77938,150703,12/1/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/22/2021,11/23/2021,RMG Research,B-,1200,rv,.49958647,0,43,52,42.699272,52.425818,"","",https://scottrasmussen.com/biden-43-approve-52-disapprove-build-back-better-plan-unlikely-to-help/,77887,150527,11/29/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/21/2021,11/27/2021,Morning Consult,B,45000,a,.13041623,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,77945,150730,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/22/2021,11/28/2021,Morning Consult,B,45000,a,.12873798,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,77946,150731,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/22/2021,11/28/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.09866243,0,42,57,42.947724,52.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,77896,150572,11/29/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/24/2021,11/27/2021,Morning Consult,B,2200,a,.04340495,0,46,49,45.298085,51.805168,"","",https://morningconsult.com/2021/11/29/ahmaud-arbery-verdict-poll/,77911,150632,11/29/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/23/2021,11/29/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.48891433,0,43,56,43.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,77917,150644,11/30/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/23/2021,11/29/2021,Morning Consult,B,45000,a,.12683264,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,77947,150732,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/24/2021,11/30/2021,Morning Consult,B,45000,a,.12533442,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,77948,150733,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/26/2021,11/29/2021,Trafalgar Group,A-,1082,lv,1.7122165,0,36.3,59.1,38.377632,56.340242,"","",https://www.thetrafalgargroup.org/news/nat-issues-biden-approval-1130/,77939,150704,12/1/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/25/2021,12/1/2021,Morning Consult,B,45000,a,.12369191,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78021,150909,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/27/2021,11/30/2021,YouGov,B+,1500,a,.97908481,0,41,49,41.940779,49.927138,"","",https://docs.cdn.yougov.com/qxe3vbsvhw/econTabReport.pdf,77936,150683,12/1/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/26/2021,12/2/2021,Morning Consult,B,45000,a,.12208447,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78022,150910,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/28/2021,11/30/2021,Morning Consult,B,18914,rv,.35919422,0,45,52,44.298085,54.805168,"","",https://morningconsult.com/2021/12/02/biden-approval-rating-record-low/,77950,150735,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/28/2021,11/30/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22454672,0,43,56,43.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,77937,150702,12/1/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/29/2021,12/1/2021,Cor Services,"",523,lv,.62877445,0,42,51,43.04644,50.550285,"","",https://excellenceinpolling.com/poll/president-bidens-approval-number-planes-out-in-low-forties/,78083,151116,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/29/2021,11/30/2021,RMG Research,B-,1200,rv,.47186953,0,43,52,42.699272,52.425818,"","",https://scottrasmussen.com/biden-job-approval-stable-at-42-52-disapprove/,78095,151146,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/27/2021,12/3/2021,Morning Consult,B,45000,a,.12312219,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78023,150911,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/29/2021,12/1/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22323996,0,43,56,43.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,77952,150744,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/29/2021,11/30/2021,Morning Consult,B,2200,a,.04213515,0,46,48,45.298085,50.805168,"","",https://morningconsult.com/2021/11/30/covid-omicron-variant-polling-data/,77931,150674,11/30/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/30/2021,12/2/2021,Harris Poll,B+,1989,rv,2.1034455,0,45,51,44.031083,51.19022,"","",https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/420beaf6-8cb5-04e6-02db-69814f5573fb/HHP_November_vF_002_.pdf,77982,150794,12/6/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/30/2021,12/2/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.22156008,0,42,57,42.947724,52.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,77955,150748,12/3/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/28/2021,12/4/2021,Morning Consult,B,45000,a,.12437197,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78024,150912,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/1/2021,12/3/2021,RMG Research,B-,1200,rv,.45768961,0,46,48,45.699272,48.425818,"","",https://scottrasmussen.com/biden-job-approval-stable-at-42-52-disapprove/,78096,151147,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/1/2021,12/2/2021,Ipsos,B-,1005,a,.66905785,0,45.83,48.65,45.002268,49.398498,"","",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-12022021,77954,150747,12/2/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/29/2021,12/5/2021,Morning Consult,B,45000,a,.12539303,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78025,150913,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/1/2021,12/5/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.13085088,0,42,56,42.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,77969,150769,12/6/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/1/2021,12/4/2021,Hart Research Associates/Public Opinion Strategies,B+,800,a,1.2526499,0,41,50,41.711765,49.586519,"","",https://www.cnbc.com/2021/12/10/public-view-on-bidens-handling-of-covid-and-the-economy-takes-another-hit-cnbc-survey-shows.html,78039,150976,12/10/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/30/2021,12/6/2021,Marist College,A,1172,a,1.7037724,0,42,51,42.841276,51.007581,"","",https://maristpoll.marist.edu/polls/npr-marist-national-poll-biden-economic-stimulus-december-2021/,78028,150916,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/30/2021,12/6/2021,Morning Consult,B,45000,a,.1263111,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78026,150914,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/1/2021,12/4/2021,TIPP Insights,A+,1301,a,2.425772,0,43,43,43.421924,47.582341,"","",https://www.investors.com/politics/president-joe-biden-approval-rating-gets-a-bounce-among-democrats/,77973,150775,12/6/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/2/2021,12/6/2021,Monmouth University,A,808,a,1.5207406,0,40,50,41.246684,49.882398,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_120821/,78017,150884,12/8/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/2/2021,12/6/2021,Morning Consult,B,2200,a,.04354601,0,50,46,49.298085,48.805168,"","",https://morningconsult.com/2021/12/22/mental-health-services-polling/,78121,151244,12/22/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/1/2021,12/7/2021,Morning Consult,B,45000,a,.12724483,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78027,150915,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/2/2021,12/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.38747892,0,42,56,42.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,77987,150808,12/7/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/3/2021,12/5/2021,Léger,B/C,1004,a,.97024399,0,44,55,43.520647,54.296979,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/12/Legers-North-American-Tracker-December-6th-2021.pdf,77985,150800,12/7/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,11/30/2021,12/7/2021,YouGov/Pennsylvania State University McCourtney Institute for Democracy,B+,1200,a,1.7640827,0,45,55,44.362999,53.574127,"","",https://www.apmresearchlab.org/motn/what-americans-think-of-biden-dec-2021,78119,151228,12/21/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/2/2021,12/8/2021,Morning Consult,B,45000,a,.12851654,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78085,151136,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/3/2021,12/7/2021,Morning Consult,B,2200,a,.04398122,0,47,47,46.298085,49.805168,"","",https://morningconsult.com/2021/12/15/social-media-regulation-poll-2022/,78075,151057,12/15/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/5/2021,12/5/2021,Redfield & Wilton Strategies,B/C,1500,rv,1.0040001,0,37,45,39.02165,50.822909,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-5-december-2021/?utm_source=rss&utm_medium=rss&utm_campaign=joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-5-december-2021,78037,150960,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/3/2021,12/6/2021,Navigator Research,B/C,1000,rv,.93401509,0,45,52,43.897399,51.310053,"","",https://navigatorresearch.org/wp-content/uploads/2021/12/Navigator-Update-12.09.2021.pdf,78029,150918,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/2/2021,12/7/2021,AP-NORC,"",1089,a,1.4789466,0,48,51,45.582258,50.430504,"","",https://apnorc.org/projects/inflation-is-causing-challenges-for-many-americans/?utm_source=rss&utm_medium=rss&utm_campaign=inflation-is-causing-challenges-for-many-americans,78036,150955,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/4/2021,12/6/2021,Morning Consult,B,2000,rv,.03998292,0,45,51,44.298085,53.805168,"","",https://morningconsult.com/2021/12/07/roe-v-wade-abortion-supreme-court-poll/,77986,150801,12/7/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/3/2021,12/6/2021,Morning Consult,B,2200,a,.04398122,0,47.333333,48,46.631419,50.805168,*,"",https://morningconsult.com/2021/12/07/diplomatic-boycott-beijing-olympics/,78013,150845,12/7/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/4/2021,12/7/2021,YouGov,B+,1500,a,.92819101,0,39,52,39.940779,52.927138,"","",https://docs.cdn.yougov.com/o8u558c9sy/econTabReport.pdf,78014,150846,12/8/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/3/2021,12/9/2021,Morning Consult,B,45000,a,.13080496,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78086,151137,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/2/2021,12/9/2021,Schoen Cooperman Research,B/C,800,lv,.9831104,0,46,51,45.005867,50.742941,"","",https://twitter.com/SchoenCooperman/status/1472242393881591818,78118,151227,12/21/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/5/2021,12/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21412468,0,42,57,42.947724,52.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78016,150883,12/8/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/6/2021,12/7/2021,HarrisX,B+,926,rv,1.2277813,0,45,50,41.395268,51.328144,"","",https://www.youtube.com/watch?v=j-Bima5T_2w,78070,151107,12/15/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/6/2021,12/8/2021,RMG Research,B-,1200,rv,.45074482,0,45,49,44.699272,49.425818,"","",https://scottrasmussen.com/biden-job-approval-stable-at-42-52-disapprove/,78097,151148,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/6/2021,12/8/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.2144054,0,42,56,42.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78020,150908,12/9/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/4/2021,12/10/2021,Morning Consult,B,45000,a,.13320598,0,44,49,43.298085,51.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78087,151138,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/7/2021,12/9/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21307861,0,43,56,43.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78040,150975,12/10/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/5/2021,12/11/2021,Morning Consult,B,45000,a,.1353933,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78088,151139,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/7/2021,12/9/2021,Morning Consult,B,2200,a,.04633459,0,49,47,48.298085,49.805168,"","",https://morningconsult.com/2021/12/10/us-polling-russia-ukraine-tensions/,78059,151000,12/10/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/1/2021,12/16/2021,Gallup,B+,811,a,1.3201194,0,43,51,42.849744,50.049218,"","",https://news.gallup.com/poll/358343/joe-biden-job-approval-rating-steady-december.aspx?utm_source=twitter&utm_term=gallupnews&utm_content=88ee2bce-a7d9-4e23-be86-e2ebd30fc857&utm_campaign=gallup_news,78114,151202,12/21/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/6/2021,12/12/2021,Morning Consult,B,45000,a,.13791195,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78089,151140,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/8/2021,12/10/2021,RMG Research,B-,1200,rv,.45379017,0,41,53,40.699272,53.425818,"","",https://scottrasmussen.com/biden-job-approval-stable-at-42-52-disapprove/,78098,151149,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/8/2021,12/12/2021,SSRS,C,1256,a,1.0557696,0,49,51,47.903956,49.840682,"","",https://www.cnn.com/2021/12/15/politics/cnn-poll-economy/index.html,78077,151093,12/15/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/9/2021,12/10/2021,Ipsos,B-,1004,a,.41257188,0,48.13,48.22,47.302268,48.968498,"","",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-12102021,78058,150999,12/10/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/8/2021,12/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12769987,0,43,56,43.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78060,151001,12/13/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/7/2021,12/13/2021,Morning Consult,B,45000,a,.14054086,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78090,151141,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/8/2021,12/14/2021,Morning Consult,B,45000,a,.14160846,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78091,151142,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/9/2021,12/13/2021,YouGov,B+,1558,a,.91871711,0,41,53,41.940779,53.927138,"","",https://news.yahoo.com/poll-just-1-in-4-americans-want-biden-or-trump-to-run-again-in-2024-190141237.html,78101,151178,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/9/2021,12/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.38087108,0,41,57,41.947724,52.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78067,151018,12/14/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/9/2021,12/13/2021,Echelon Insights,B/C,1020,rv,1.2121747,0,48,51,46.305831,50.952053,"","",https://echeloninsights.com/in-the-news/december-omnibus-politics/,78069,151020,12/14/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/11/2021,12/13/2021,Morning Consult,B,1998,rv,.04428098,0,46,51,45.298085,53.805168,"","",https://www.politico.com/f/?id=0000017d-bc86-d3d7-a37d-be9e2a280000,78074,151056,12/15/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/11/2021,12/13/2021,Marist College,A,1400,a,2.0550992,0,41,55,41.841276,55.007581,"","",https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-biden-approval-rating-december-20-2021/,78100,151151,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/9/2021,12/15/2021,Morning Consult,B,45000,a,.14247419,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78182,151500,1/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/11/2021,12/14/2021,Beacon Research/Shaw & Company Research,A,1002,rv,1.7715265,0,47,51,45.431689,50.170879,"","",https://www.foxbusiness.com/politics/voters-think-biden-making-inflation-worse,78078,151106,12/15/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/10/2021,12/16/2021,Morning Consult,B,45000,a,.14374516,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78183,151501,1/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/12/2021,12/14/2021,YouGov,B+,1500,a,.8869428,0,40,51,40.940779,51.927138,"","",https://today.yougov.com/topics/politics/articles-reports/2022/08/18/joe-biden-and-congress-job-approval-bumps,78073,151054,12/15/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/12/2021,12/14/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21261754,0,42,56,42.947724,51.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78076,151092,12/15/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/13/2021,12/15/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21403155,0,40,58,40.947724,53.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78079,151109,12/16/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/11/2021,12/17/2021,Morning Consult,B,45000,a,.14503172,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78184,151502,1/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/14/2021,12/15/2021,RMG Research,B-,1200,rv,.47979819,0,42,52,41.699272,52.425818,"","",https://scottrasmussen.com/biden-job-approval-stable-at-42-52-disapprove/,78099,151150,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/13/2021,12/17/2021,Ipsos,B-,4407,a,1.5343851,0,48,48,47.172268,48.748498,"","",https://www.ipsos.com/en-us/news-polls/over-half-americans-believe-countrys-economy-headed-wrong-direction-122921,78164,151429,12/30/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/14/2021,12/16/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21511683,0,41,58,41.947724,53.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78092,151143,12/17/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/12/2021,12/18/2021,Morning Consult,B,45000,a,.14633438,0,44,48,43.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78185,151503,1/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/1/2021,12/31/2021,SurveyMonkey,C,56947,a,1.5841867,0,44,54,43.511285,52.044229,"","",https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,80785,162056,9/24/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/13/2021,12/19/2021,Morning Consult,B,45000,a,.14737594,0,45,48,44.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78186,151504,1/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/15/2021,12/17/2021,Ipsos,B-,1004,a,.36310396,0,48,46,47.172268,46.748498,"","",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-12172021,78094,151145,12/17/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/14/2021,12/20/2021,Morning Consult,B,45000,a,.14781682,0,45,48,44.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78187,151505,1/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/16/2021,12/17/2021,RMG Research,B-,1200,rv,.49802808,0,41,53,40.699272,53.425818,"","",https://scottrasmussen.com/biden-approval-slides-to-41-53-disapprove/,78153,151386,12/27/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/15/2021,12/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.13022803,0,41,57,41.947724,52.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78102,151181,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/14/2021,12/20/2021,YouGov,B+,1000,a,.64113242,0,41,53,41.940779,53.927138,"","",https://polsci.umass.edu/toplines-and-crosstabs-december-2021-national-poll-bidens-first-year,78176,151635,1/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/17/2021,12/17/2021,John Zogby Strategies,B/C,777,lv,1.0643527,0,46.3,52.1,44.784611,52.617664,"","",https://www.rasmussenreports.com/public_content/politics/biden_administration/prez_track_dec22,78124,151281,12/22/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/17/2021,12/19/2021,InsiderAdvantage,B,750,rv,1.15418,0,41,58,40.988266,56.49035,"","",https://amgreatness.com/2021/12/20/poll-58-of-americans-disapprove-of-bidens-job-performance/,78104,151185,12/20/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/16/2021,12/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.38972081,0,42,57,42.947724,52.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78116,151219,12/21/2021,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/17/2021,12/19/2021,Morning Consult,B,2000,rv,.0461177,0,47,50,46.298085,52.805168,"","",https://prosperousamerica.org/new-poll-majority-of-voters-oppose-candidates-that-support-importing-chinese-solar-panels/,78936,155428,5/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/15/2021,12/21/2021,Morning Consult,B,45000,a,.14823547,0,45,48,44.298085,50.805168,"",T,https://morningconsult.com/form/global-leader-approval/,78188,151506,1/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,12/18/2021,12/18/2021,Redfield & Wilton Strategies,B/C,1500,rv,1.0188717,0,41,44,43.02165,49.822909,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-18-december-2021/,78125,151304,12/22/2021,10:42:34  8 Oct 2022
