"","Count","FIPS Code","state","Year","Month","Population","LaborForce","LaborForce_prct","Employed","Employed_prct","Unemployed","Unemployed_prct","ElectionYear","st_cd_fips","party","winner_party","president_party","Uncontested","CandidateName","Status","pv2p","party_wins","party_support","MidtermYear","term","prev","Unc_prev","approval_cent","same_party"
"1336",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3604","D","D","D",0,"McCarthy, Carolyn","Incumbent",64.01,1,39.0444444444444,0,4,64.92,0,-5.55555555555556,1
"1337",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3605","D","D","D",0,"Ackerman, Gary L.","Incumbent",72.37,1,39.0444444444444,0,3,100,1,-5.55555555555556,1
"1338",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3606","D","D","D",1,"Meeks, Gregory W.","Incumbent",100,1,39.0444444444444,0,7,100,1,-5.55555555555556,1
"1339",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3607","D","D","D",0,"Crowley, Joseph","Incumbent",84.65,1,39.0444444444444,0,6,83.97,0,-5.55555555555556,1
"1340",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3608","D","D","D",0,"Nadler, Jerrold","Incumbent",80.45,1,39.0444444444444,0,7,86.17,0,-5.55555555555556,1
"1341",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3609","D","D","D",1,"Weiner, Anthony","Incumbent",100,1,39.0444444444444,0,3,100,1,-5.55555555555556,1
"1342",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3610","D","D","D",0,"Towns, Edolphus","Incumbent",94.19,1,39.0444444444444,0,3,93.93,0,-5.55555555555556,1
"1343",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3611","D","D","D",0,"Clarke, Yvette D.","Incumbent",93.54,1,39.0444444444444,0,7,92.22,0,-5.55555555555556,1
"1344",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3612","D","D","D",0,"Vel·zquez, Nydia M.","Incumbent",89.95,1,39.0444444444444,0,3,89.74,0,-5.55555555555556,1
"1345",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3613","D","D","D",0,"McMahon, Michael E.","Challenger",64.65,1,39.0444444444444,0,0,43.2,0,-5.55555555555556,1
"1346",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3614","D","D","D",0,"Maloney, Carolyn B.","Incumbent",80.86,1,39.0444444444444,0,7,84.48,0,-5.55555555555556,1
"1347",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3615","D","D","D",0,"Rangel, Charles B.","Incumbent",91.87,1,39.0444444444444,0,5,94.03,0,-5.55555555555556,1
"1348",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3616","D","D","D",0,"Serrano, Jose E.","Incumbent",96.59,1,39.0444444444444,0,7,95.31,0,-5.55555555555556,1
"1349",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3617","D","D","D",0,"Engel, Eliot L.","Incumbent",79.88,1,39.0444444444444,0,7,76.45,0,-5.55555555555556,1
"1350",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3618","D","D","D",0,"Lowey, Nita M.","Incumbent",68.47,1,39.0444444444444,0,7,70.72,0,-5.55555555555556,1
"1351",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3619","D","D","D",0,"Hall, John","Incumbent",58.67,1,39.0444444444444,0,3,51.22,0,-5.55555555555556,1
"1352",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3620","D","D","D",0,"Gillibrand, Kirsten E.","Incumbent",62.13,1,39.0444444444444,0,2,53.1,0,-5.55555555555556,1
"1353",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3621","D","D","D",0,"Tonko, Paul D.","Challenger",63.94,1,39.0444444444444,0,0,78.19,0,-5.55555555555556,1
"1354",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3622","D","D","D",0,"Hinchey, Maurice D.","Incumbent",66.44,1,39.0444444444444,0,3,100,1,-5.55555555555556,1
"1355",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3623","D","R","D",0,"Oot, Michael P.","Challenger",34.66,0,39.0444444444444,0,0,36.85,0,-5.55555555555556,1
"1356",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3624","D","D","D",0,"Arcuri, Michael A.","Incumbent",51.97,1,39.0444444444444,0,3,54.52,0,-5.55555555555556,1
"1357",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3625","D","D","D",0,"Maffei, Daniel B.","Challenger",56.69,1,39.0444444444444,0,0,49.21,0,-5.55555555555556,1
"1358",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3626","D","R","D",0,"Kryzan, Alice","Challenger",42.45,0,39.0444444444444,0,0,48.02,0,-5.55555555555556,1
"1359",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3627","D","D","D",0,"Higgins, Brian M.","Incumbent",76.72,1,39.0444444444444,0,7,79.27,0,-5.55555555555556,1
"1360",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3628","D","D","D",0,"Slaughter, Louise M.","Incumbent",78,1,39.0444444444444,0,6,73.17,0,-5.55555555555556,1
"1361",20863,36,"New York",2008,10,15298763,9713684,63.5,9131699,59.7,581985,6,1,"3629","D","D","D",0,"Massa, Eric J.","Challenger",50.97,1,39.0444444444444,0,0,48.54,0,-5.55555555555556,1
"1362",20864,51000,"New York city",2008,10,6582643,3951450,60,3705568,56.3,245882,6.2,1,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,0,0,-44.6,NA
"1363",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3701","R","D","D",0,"Stephens, Dean","Challenger",29.72,0,48.1777777777778,0,0,NA,NA,3.57777777777778,0
"1364",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3702","R","D","D",0,"Mansell, Dan","Challenger",31.85,0,48.1777777777778,0,0,33.47,0,3.57777777777778,0
"1365",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3703","R","R","D",0,"Jones, Walter B. Jr.","Incumbent",65.9,1,48.1777777777778,0,7,68.64,0,3.57777777777778,0
"1366",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3704","R","D","D",0,"Lawson, William B.J.","Challenger",36.68,0,48.1777777777778,0,0,35.01,0,3.57777777777778,0
"1367",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3705","R","R","D",0,"Foxx, Virginia Ann","Incumbent",58.37,1,48.1777777777778,0,7,57.16,0,3.57777777777778,0
"1368",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3706","R","R","D",0,"Coble, Howard","Incumbent",67,1,48.1777777777778,0,4,70.83,0,3.57777777777778,0
"1369",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3707","R","D","D",0,"Breazeale, Will","Challenger",31.16,0,48.1777777777778,0,0,27.2,0,3.57777777777778,0
"1370",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3708","R","D","D",0,"Hayes, Robert","Incumbent",44.62,0,48.1777777777778,0,2,50.14,0,3.57777777777778,0
"1371",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3709","R","R","D",0,"Myrick, Sue","Incumbent",63.47,1,48.1777777777778,0,3,66.53,0,3.57777777777778,0
"1372",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3710","R","R","D",0,"McHenry, Patrick T.","Incumbent",57.55,1,48.1777777777778,0,7,61.8,0,3.57777777777778,0
"1373",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3711","R","D","D",0,"Mumpower, Carl","Challenger",36.64,0,48.1777777777778,0,0,46.21,0,3.57777777777778,0
"1374",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3712","R","D","D",0,"Cobb, Ty Jr.","Challenger",28.44,0,48.1777777777778,0,0,32.99,0,3.57777777777778,0
"1375",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3713","R","D","D",0,"Webster, Hugh","Challenger",34.07,0,48.1777777777778,0,0,36.29,0,3.57777777777778,0
"1376",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3701","D","D","D",0,"Butterfield, George K.","Incumbent",70.28,1,39.0444444444444,0,7,100,1,-5.55555555555556,1
"1377",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3702","D","D","D",0,"Etheridge, Bob","Incumbent",68.15,1,39.0444444444444,0,3,66.53,0,-5.55555555555556,1
"1378",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3703","D","R","D",0,"Weber, Craig","Challenger",34.1,0,39.0444444444444,0,0,31.36,0,-5.55555555555556,1
"1379",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3704","D","D","D",0,"Price, David E.","Incumbent",63.32,1,39.0444444444444,0,7,64.99,0,-5.55555555555556,1
"1380",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3705","D","R","D",0,"Carter, Roy","Challenger",41.63,0,39.0444444444444,0,0,42.84,0,-5.55555555555556,1
"1381",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3706","D","R","D",0,"Bratton, Teresa Sue","Challenger",33,0,39.0444444444444,0,0,29.17,0,-5.55555555555556,1
"1382",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3707","D","D","D",0,"McIntyre, Mike","Incumbent",68.84,1,39.0444444444444,0,4,72.8,0,-5.55555555555556,1
"1383",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3708","D","D","D",0,"Kissell, Larry","Challenger",55.38,1,39.0444444444444,0,0,49.86,0,-5.55555555555556,1
"1384",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3709","D","R","D",0,"Taylor, Harry","Challenger",36.53,0,39.0444444444444,0,0,33.47,0,-5.55555555555556,1
"1385",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3710","D","R","D",0,"Johnson, Daniel","Challenger",42.45,0,39.0444444444444,0,0,38.2,0,-5.55555555555556,1
"1386",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3711","D","D","D",0,"Shuler, Heath","Incumbent",63.36,1,39.0444444444444,0,3,53.79,0,-5.55555555555556,1
"1387",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3712","D","D","D",0,"Watt, Melvin","Incumbent",71.56,1,39.0444444444444,0,4,67.01,0,-5.55555555555556,1
"1388",20865,37,"North Carolina",2008,10,7047540,4549917,64.6,4255492,60.4,294425,6.5,1,"3713","D","D","D",0,"Miller, Ralph Bradley","Incumbent",65.93,1,39.0444444444444,0,3,63.71,0,-5.55555555555556,1
"1389",20866,38,"North Dakota",2008,10,500268,371091,74.2,358640,71.7,12451,3.4,1,"3800","R","D","D",0,"Sand, Duane","Challenger",38.03,0,48.1777777777778,0,0,34.32,0,3.57777777777778,0
"1390",20866,38,"North Dakota",2008,10,500268,371091,74.2,358640,71.7,12451,3.4,1,"3800","D","D","D",0,"Pomeroy, Earl","Incumbent",61.97,1,39.0444444444444,0,3,65.68,0,-5.55555555555556,1
"1391",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3901","R","D","D",0,"Chabot, Steve","Incumbent",47.51,0,48.1777777777778,0,7,52.25,0,3.57777777777778,0
"1392",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3902","R","R","D",0,"Schmidt, Jean","Incumbent",54.48,1,48.1777777777778,0,3,50.53,0,3.57777777777778,0
"1393",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3903","R","R","D",0,"Turner, Michael R.","Incumbent",63.32,1,48.1777777777778,0,7,58.54,0,3.57777777777778,0
"1394",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3904","R","R","D",0,"Jordan, Jim","Incumbent",65.17,1,48.1777777777778,0,7,59.99,0,3.57777777777778,0
"1395",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3905","R","R","D",0,"Latta, Bob","Incumbent",64.09,1,48.1777777777778,0,6,56.85,0,3.57777777777778,0
"1396",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3906","R","D","D",0,"Stobbs, Richard D.","Challenger",34.52,0,48.1777777777778,0,0,37.92,0,3.57777777777778,0
"1397",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3907","R","R","D",0,"Austria, Steve","Challenger",58.22,1,48.1777777777778,0,0,60.62,0,3.57777777777778,0
"1398",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3908","R","R","D",0,"Boehner, John A.","Incumbent",67.9,1,48.1777777777778,0,5,63.8,0,3.57777777777778,0
"1399",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3909","R","D","D",0,"Leavitt, Bradley S.","Challenger",25.63,0,48.1777777777778,0,0,26.37,0,3.57777777777778,0
"1400",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3910","R","D","D",0,"Trakas, Jim","Challenger",40.7,0,48.1777777777778,0,0,33.59,0,3.57777777777778,0
"1401",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3911","R","D","D",0,"Pekarek, Thomas","Challenger",14.72,0,48.1777777777778,0,0,16.56,0,3.57777777777778,0
"1402",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3912","R","R","D",0,"Tiberi, Pat","Incumbent",56.46,1,48.1777777777778,0,6,57.3,0,3.57777777777778,0
"1403",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3913","R","D","D",0,"Potter, David S.","Challenger",35.29,0,48.1777777777778,0,0,38.78,0,3.57777777777778,0
"1404",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3914","R","R","D",0,"LaTourette, Steven C.","Incumbent",60.09,1,48.1777777777778,0,3,59.58,0,3.57777777777778,0
"1405",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3915","R","D","D",0,"Stivers, Steve","Challenger",49.58,0,48.1777777777778,0,0,50.24,0,3.57777777777778,0
"1406",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3916","R","D","D",0,"Schuring, Kirk","Challenger",44.64,0,48.1777777777778,0,0,58.34,0,3.57777777777778,0
"1407",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3917","R","D","D",0,"Grassell, Duane V.","Challenger",21.85,0,48.1777777777778,0,0,19.75,0,3.57777777777778,0
"1408",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3918","R","D","D",0,"Dailey, Fred","Challenger",40.13,0,48.1777777777778,0,0,37.94,0,3.57777777777778,0
"1409",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3901","D","D","D",0,"Driehaus, Steve","Challenger",52.49,1,39.0444444444444,0,0,47.75,0,-5.55555555555556,1
"1410",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3902","D","R","D",0,"Wulsin, Victoria","Challenger",45.52,0,39.0444444444444,0,0,49.47,0,-5.55555555555556,1
"1411",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3903","D","R","D",0,"Mitakides, Jane","Challenger",36.68,0,39.0444444444444,0,0,41.46,0,-5.55555555555556,1
"1412",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3904","D","R","D",0,"Carroll, Mike","Challenger",34.83,0,39.0444444444444,0,0,40.01,0,-5.55555555555556,1
"1413",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3905","D","R","D",0,"Mays, George F.","Challenger",35.91,0,39.0444444444444,0,0,43.15,0,-5.55555555555556,1
"1414",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3906","D","D","D",0,"Wilson, Charles A. Jr.","Incumbent",65.48,1,39.0444444444444,0,4,62.08,0,-5.55555555555556,1
"1415",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3907","D","R","D",0,"Neuhardt, Sharen Swartz","Challenger",41.78,0,39.0444444444444,0,0,39.38,0,-5.55555555555556,1
"1416",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3908","D","R","D",0,"Von Stein, Nicholas A.","Challenger",32.1,0,39.0444444444444,0,0,36.2,0,-5.55555555555556,1
"1417",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3909","D","D","D",0,"Kaptur, Marcy","Incumbent",74.37,1,39.0444444444444,0,7,73.63,0,-5.55555555555556,1
"1418",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3910","D","D","D",0,"Kucinich, Dennis J.","Incumbent",59.3,1,39.0444444444444,0,3,66.41,0,-5.55555555555556,1
"1419",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3911","D","D","D",0,"Fudge, Marcia L.","Challenger",85.28,1,39.0444444444444,0,0,83.44,0,-5.55555555555556,1
"1420",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3912","D","R","D",0,"Robinson, David","Challenger",43.54,0,39.0444444444444,0,0,42.7,0,-5.55555555555556,1
"1421",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3913","D","D","D",0,"Sutton, Betty","Incumbent",64.71,1,39.0444444444444,0,4,61.22,0,-5.55555555555556,1
"1422",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3914","D","R","D",0,"O'Neill, Bill","Challenger",39.91,0,39.0444444444444,0,0,40.42,0,-5.55555555555556,1
"1423",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3915","D","D","D",0,"Kilroy, Mary Jo","Challenger",50.42,1,39.0444444444444,0,0,49.76,0,-5.55555555555556,1
"1424",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3916","D","D","D",0,"Boccieri, John A.","Challenger",55.36,1,39.0444444444444,0,0,41.66,0,-5.55555555555556,1
"1425",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3917","D","D","D",0,"Ryan, Tim","Incumbent",78.15,1,39.0444444444444,0,7,80.25,0,-5.55555555555556,1
"1426",20867,39,"Ohio",2008,10,8939361,5960773,66.7,5530558,61.9,430215,7.2,1,"3918","D","D","D",0,"Space, Zachary T.","Incumbent",59.87,1,39.0444444444444,0,3,62.06,0,-5.55555555555556,1
"1427",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4001","R","R","D",0,"Sullivan, John","Incumbent",66.17,1,48.1777777777778,0,3,67.33,0,3.57777777777778,0
"1428",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4002","R","D","D",0,"Wickson, Raymond","Challenger",29.53,0,48.1777777777778,0,0,27.26,0,3.57777777777778,0
"1429",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4003","R","R","D",0,"Lucas, Frank D.","Incumbent",74.74,1,48.1777777777778,0,7,67.46,0,3.57777777777778,0
"1430",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4004","R","R","D",0,"Cole, Thomas J.","Incumbent",69.33,1,48.1777777777778,0,4,64.61,0,3.57777777777778,0
"1431",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4005","R","R","D",0,"Fallin, Mary","Incumbent",65.89,1,48.1777777777778,0,2,61.82,0,3.57777777777778,0
"1432",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4001","D","R","D",0,"Oliver, Georgianna W.","Challenger",33.83,0,39.0444444444444,0,0,32.67,0,-5.55555555555556,1
"1433",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4002","D","D","D",0,"Boren, David Daniel","Incumbent",70.47,1,39.0444444444444,0,3,72.74,0,-5.55555555555556,1
"1434",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4003","D","R","D",0,"Robbins, Frankie","Challenger",25.26,0,39.0444444444444,0,0,32.54,0,-5.55555555555556,1
"1435",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4004","D","R","D",0,"Cummings, Blake","Challenger",30.67,0,39.0444444444444,0,0,35.39,0,-5.55555555555556,1
"1436",20868,40,"Oklahoma",2008,10,2752323,1760061,63.9,1687543,61.3,72518,4.1,1,"4005","D","R","D",0,"Perry, Steven L.","Challenger",34.11,0,39.0444444444444,0,0,38.18,0,-5.55555555555556,1
"1437",20869,41,"Oregon",2008,10,2982987,1971342,66.1,1815456,60.9,155886,7.9,1,"4102","R","R","D",0,"Walden, Greg","Incumbent",72.97,1,48.1777777777778,0,7,68.76,0,3.57777777777778,0
"1438",20869,41,"Oregon",2008,10,2982987,1971342,66.1,1815456,60.9,155886,7.9,1,"4103","R","D","D",0,"Lopez, Delia","Challenger",21.85,0,48.1777777777778,0,0,24.21,0,3.57777777777778,0
"1439",20869,41,"Oregon",2008,10,2982987,1971342,66.1,1815456,60.9,155886,7.9,1,"4105","R","D","D",0,"Erickson, Mike","Challenger",41.4,0,48.1777777777778,0,0,44.2,0,3.57777777777778,0
"1440",20869,41,"Oregon",2008,10,2982987,1971342,66.1,1815456,60.9,155886,7.9,1,"4101","D","D","D",1,"Wu, David","Incumbent",100,1,39.0444444444444,0,3,65.08,0,-5.55555555555556,1
"1441",20869,41,"Oregon",2008,10,2982987,1971342,66.1,1815456,60.9,155886,7.9,1,"4102","D","R","D",0,"Lemas, Noah","Challenger",27.03,0,39.0444444444444,0,0,31.24,0,-5.55555555555556,1
"1442",20869,41,"Oregon",2008,10,2982987,1971342,66.1,1815456,60.9,155886,7.9,1,"4103","D","D","D",0,"Blumenauer, Earl","Incumbent",78.15,1,39.0444444444444,0,7,75.79,0,-5.55555555555556,1
"1443",20869,41,"Oregon",2008,10,2982987,1971342,66.1,1815456,60.9,155886,7.9,1,"4104","D","D","D",1,"DeFazio, Peter A.","Incumbent",100,1,39.0444444444444,0,7,62.34,0,-5.55555555555556,1
"1444",20869,41,"Oregon",2008,10,2982987,1971342,66.1,1815456,60.9,155886,7.9,1,"4105","D","D","D",0,"Schrader, Kurt","Challenger",58.6,1,39.0444444444444,0,0,55.8,0,-5.55555555555556,1
"1445",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4201","R","D","D",0,"Muhammad, Mike","Challenger",9.24,0,48.1777777777778,0,0,NA,NA,3.57777777777778,0
"1446",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4202","R","D","D",0,"Lang, Adam A.","Challenger",11.07,0,48.1777777777778,0,0,9.44,0,3.57777777777778,0
"1447",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4203","R","D","D",0,"English, Phil","Incumbent",48.76,0,48.1777777777778,0,2,56.05,0,3.57777777777778,0
"1448",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4204","R","D","D",0,"Hart, Melissa A.","Challenger",44.14,0,48.1777777777778,0,0,48.07,0,3.57777777777778,0
"1449",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4205","R","R","D",0,"Thompson, Glenn Jr.","Challenger",58.02,1,48.1777777777778,0,0,60.09,0,3.57777777777778,0
"1450",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4206","R","R","D",0,"Gerlach, James W.","Incumbent",52.1,1,48.1777777777778,0,4,50.66,0,3.57777777777778,0
"1451",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4207","R","D","D",0,"Williams, W. Craig","Challenger",40.41,0,48.1777777777778,0,0,43.62,0,3.57777777777778,0
"1452",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4208","R","D","D",0,"Manion, Tom","Challenger",42.31,0,48.1777777777778,0,0,49.7,0,3.57777777777778,0
"1453",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4209","R","R","D",0,"Shuster, Bill","Incumbent",63.92,1,48.1777777777778,0,6,60.33,0,3.57777777777778,0
"1454",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4210","R","D","D",0,"Hackett, Chris","Challenger",43.67,0,48.1777777777778,0,0,47.05,0,3.57777777777778,0
"1455",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4211","R","D","D",0,"Barletta, Lou","Challenger",48.37,0,48.1777777777778,0,0,27.53,0,3.57777777777778,0
"1456",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4212","R","D","D",0,"Russell, William","Challenger",42.15,0,48.1777777777778,0,0,39.2,0,3.57777777777778,0
"1457",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4213","R","D","D",0,"Kats, Marina","Challenger",35.48,0,48.1777777777778,0,0,33.87,0,3.57777777777778,0
"1458",20870,42,"Pennsylvania",2008,10,9906713,6484511,65.5,6103669,61.6,380842,5.9,1,"4215","R","R","D",0,"Dent, Charlie W.","Incumbent",58.57,1,48.1777777777778,0,6,55.19,0,3.57777777777778,0
